id,Titulo,Tipo,Privado,Descripcion
TMA-51D8,Autenticación de Certificados SSL de Cliente en Recursos Azure,Control,No,Aplicar la autenticación de certificados SSL del lado del cliente para garantizar que solo los clientes autorizados con certificados válidos puedan acceder al recurso Azure.
TMA-BBCB,Codificación de Salida,Control,No,"Antes de mostrar entradas no confiables, convertirlas a una forma segura para evitar ataques de inyección que las ejecuten como código en el navegador."
TMA-96D5,Recurso AWS con Políticas de Acceso Permisivas,Amenaza,No,El recurso AWS tiene una política de acceso excesivamente permisiva que puede permitir a usuarios no autorizados acceder a datos o funciones no intendidas.
TMA-1333,Plan de Respuesta a Incidentes,Control,No,"Establecer y mantener un plan de respuesta a incidentes para garantizar la detección, respuesta y recuperación oportuna ante brechas de seguridad, minimizando su impacto y preservando la resiliencia operacional."
TMA-3C61,Usuario de AWS IAM Sin Políticas de Clave de Acceso y Contraseña,Amenaza,No,El usuario IAM carece de políticas de rotación de claves de acceso y contraseñas seguras para cumplir con los requisitos de seguridad y normativa.
TMA-167C,Recurso Azure Permite Conexiones Sin Cifrado TLS Seguro,Amenaza,No,"El recurso Azure permite tráfico de red sin cifrado TLS adecuado, incluyendo tráfico sin cifrar, versiones de protocolo obsoletas o suites de cifrado débiles, exponiendo los datos en tránsito a posibles atacantes."
TMA-FF0C,Usuario de GCP IAM con Roles Primitivos Asignados,Amenaza,No,"Al usuario se le otorgan roles primitivos como 'Propietario', 'Editor' y 'Visualizador' en lugar de roles con mayor granularidad, incrementando el riesgo de escalada de privilegios."
TMA-E3D7,Recurso GCP con Cifrado de Datos en Reposo Inadecuado,Amenaza,No,"El recurso GCP contiene información sensible que no está adecuadamente cifrada en reposo, incumpliendo los requisitos de cifrado establecidos."
TMA-184A,Recurso AWS con Mínimo Privilegio,Control,No,Asegurar que el recurso AWS tenga únicamente los privilegios mínimos imprescindibles para ejecutar sus tareas.
TMA-4A87,Inyección de Código,Amenaza,No,El nodo interpreta y ejecuta entradas no confiables como instrucciones de código. Los adversarios pueden enviar cadenas maliciosas para desviar el flujo de control y ejecutar acciones no autorizadas.
TMA-16D4,Registro de Eventos Insuficiente,Amenaza,No,"El nodo no registra de forma adecuada eventos como inicios de sesión, intentos fallidos, transacciones de alto valor y errores del sistema."
TMA-4BCA,Grupo de Seguridad Predeterminado Sin Restricciones en AWS EC2,Amenaza,No,El grupo de seguridad predeterminado activo no restringe todo el tráfico de red hacia la instancia.
TMA-206B,Microsoft Entra ID No Permite Usuarios Invitados,Control,No,Asegurar que no se permitan usuarios invitados en Microsoft Entra ID cuando no sean estrictamente necesarios.
TMA-7F58,Implementar Patrones Anti-CSRF,Control,No,"Diseñar el sitio web para aplicar patrones de protección contra falsificación de solicitudes entre sitios, validando todas las peticiones HTTP entrantes."
TMA-3189,GCP Cloud Run Aplica Autorización Binaria,Control,No,El servicio de Cloud Run emplea Autorización Binaria para reducir el riesgo de desplegar software vulnerable o malicioso.
TMA-7799,Autenticación de Certificado del Servidor,Control,No,"Al actuar como cliente, asegurar que el nodo autentique correctamente el certificado presentado por el servidor."
TMA-DF46,Restricción de Ejecución de Software,Control,No,Impedir que los usuarios ejecuten o instalen software no autorizado ni aprobado previamente.
TMA-35E6,Azure API Management No Integra Microsoft Entra ID,Amenaza,No,El Portal de Desarrolladores de Azure API Management no autentica a sus usuarios mediante Microsoft Entra ID.
TMA-702B,Máquina Virtual Azure Usa Inicio de Confianza,Control,No,La Máquina Virtual Azure emplea Inicio de Confianza para habilitar capacidades como Arranque Seguro y Módulo de Plataforma Confiable virtual (vTPM).
TMA-FE92,AWS EC2 Permite el Uso de AMIs No Aprobadas,Amenaza,No,Las instancias EC2 pueden iniciarse utilizando imágenes AMI no aprobadas ni verificadas previamente.
TMA-BFF6,Cuenta Administrativa de GCP IAM Requiere Llave de Seguridad Física,Control,No,Requerir autenticación mediante Llave de Seguridad física para la cuenta administrativa de GCP.
TMA-BC46,Recurso AWS Expuesto a Redes Públicas,Amenaza,No,"El recurso AWS está destinado al acceso exclusivo desde redes privadas; sin embargo, es accesible desde la red pública."
TMA-A5B1,Azure SQL Server con Seguridad Avanzada de Datos Deshabilitada,Amenaza,No,"La Seguridad Avanzada de Datos (ADS) no está habilitada en el servidor SQL, reduciendo la capacidad de detección de amenazas."
TMA-4691,Compartición Insegura de AMI en AWS EC2,Amenaza,No,"La AMI se comparte de forma pública, exponiendo potencialmente datos sensibles contenidos en la imagen."
TMA-97FC,Recurso AWS con Privilegios Excesivos,Amenaza,No,Al recurso AWS se le han concedido privilegios excesivos que permiten el acceso no autorizado a información o recursos sensibles.
TMA-684F,Usuario de GCP IAM Sin MFA,Amenaza,No,El usuario puede autenticarse e iniciar sesión en GCP sin necesidad de utilizar autenticación multifactor.
TMA-B800,Ejecución de Código Malicioso,Amenaza,No,"El nodo permite la instalación y ejecución de software malicioso, incluyendo rootkits, ransomware, spyware, adware y otras amenazas de código dañino."
TMA-CEAC,Recursos GCP Usan Secret Manager,Control,No,Asegurar que los secretos procesados por el recurso se gestionen de forma segura mediante GCP Secret Manager.
TMA-9C1C,Recursos Azure Usan Identidades Administradas,Control,No,Asegurar que el recurso emplee identidades administradas para una gestión de acceso segura y simplificada.
TMA-6F2B,Inyección XML,Amenaza,No,"El nodo procesa XML no confiable, lo que puede explotarse para ejecutar acciones no deseadas. Si el procesamiento de entidades externas XML (XXE) está habilitado, los atacantes podrían obtener acceso no autorizado a recursos sensibles o desencadenar una denegación de servicio."
TMA-25BC,Monitoreo con AWS IAM Access Analyzer,Control,No,"Utilizar IAM Access Analyzer, cuando esté disponible para el recurso, para obtener mayor visibilidad sobre los patrones de acceso e identificar posibles riesgos analizando los permisos concedidos a entidades externas."
TMA-2ACF,Firma de Código en AWS Lambda,Control,No,Habilitar la firma de código en AWS Lambda para asegurar que únicamente código verificado y de confianza se ejecute dentro de la función.
TMA-6670,Identidad de Microsoft Entra con Privilegios Excesivos,Amenaza,No,A la identidad de Microsoft Entra se le han concedido privilegios excesivos que permiten el acceso no autorizado a información o recursos sensibles.
TMA-334C,Recurso GCP Permite Conexiones Sin Cifrado TLS Seguro,Amenaza,No,"El recurso GCP permite tráfico de red sin cifrado TLS adecuado, incluyendo tráfico sin cifrar, versiones de protocolo obsoletas o suites de cifrado débiles, con el consiguiente riesgo de exposición de datos en tránsito."
TMA-9190,Recurso Azure con Cifrado de Datos en Reposo Inadecuado,Amenaza,No,"El recurso Azure contiene información sensible que no está adecuadamente cifrada en reposo, incumpliendo los requisitos de cifrado establecidos."
TMA-C048,Anonimato,Control,No,"Si el anonimato es un requisito, implementar medidas específicas como enmascaramiento de datos, cifrado o seudonimización para ocultar eficazmente el vínculo entre una identidad y cualquier acción o dato."
TMA-A7BA,Acceso Remoto No Regulado en AWS EKS,Amenaza,No,El acceso remoto a los grupos de nodos del clúster EKS no está adecuadamente limitado ni deshabilitado.
TMA-2964,Microsoft Entra ID No Permite Envío de Invitaciones,Control,No,Asegurar que las opciones de invitación para invitados y miembros estén configuradas como deshabilitadas.
TMA-59A9,Usuarios de Microsoft Entra ID Pueden Invitar Externos,Amenaza,No,Los miembros o invitados de Microsoft Entra ID tienen la capacidad de enviar invitaciones a usuarios externos sin restricciones.
TMA-364E,Exposición de Datos Personales,Amenaza,No,"El nodo no protege adecuadamente información personal sensible como datos de identificación, registros médicos o números de tarjeta, incrementando el riesgo de acceso no autorizado y violaciones de privacidad."
TMA-B4F7,Usar Software Antivirus o de Respuesta a Amenazas,Control,No,Instalar software antivirus o de respuesta a amenazas que emplee firmas o heurísticas para detectar y neutralizar programas maliciosos.
TMA-FEAC,Gestión de Secretos,Control,No,"Cifrar, almacenar y administrar de forma segura el acceso a secretos como contraseñas, tokens y claves de cifrado, mediante bóvedas centralizadas, rotación periódica y registros de auditoría detallados."
TMA-6CED,Manipulación de Datos,Amenaza,No,"El nodo es vulnerable a la manipulación de datos, permitiendo modificaciones no autorizadas de información en tránsito o en almacenamiento."
TMA-2A29,Eliminación del Rol de Propietario Personalizado en Azure,Control,No,Eliminar los roles de propietario personalizados presentes en la cuenta de Microsoft Azure.
TMA-E9C3,Inyección LDAP,Amenaza,No,El nodo utiliza entradas no confiables para construir consultas dirigidas a un servidor de autenticación LDAP. Los adversarios pueden inyectar cadenas maliciosas para ejecutar acciones distintas a las previstas.
TMA-6C1A,Azure Storage Acepta Tokens SAS por HTTP,Amenaza,No,"La cuenta de almacenamiento permite compartir URIs de Firma de Acceso Compartido (SAS) sin requerir HTTPS, exponiendo potencialmente los datos en tránsito a adversarios."
TMA-50AD,AWS ELB Acepta Campos de Encabezado No Válidos,Amenaza,No,"El balanceador de carga no elimina los encabezados HTTP no válidos, incrementando el riesgo de ataques de contrabando de solicitudes (request smuggling)."
TMA-D2E1,Cifrar Información Sensible,Control,No,Garantizar que toda la información sensible procesada por el nodo esté cifrada para cumplir con los requisitos de seguridad y normativa vigente.
TMA-7F30,Azure Storage No Integra Microsoft Entra ID,Amenaza,No,La cuenta de almacenamiento de Azure no tiene habilitada la integración con Microsoft Entra ID para la autenticación centralizada.
TMA-43B1,AWS API Gateway Emplea Métodos de Autenticación Inadecuados para APIs,Amenaza,No,"Los métodos de autenticación del recurso son limitados, ofreciendo opciones insuficientes para garantizar una seguridad y un control de acceso robustos."
TMA-3584,Usuario de GCP IAM con Roles de Servicio Privilegiados a Nivel de Proyecto,Amenaza,No,"Al usuario se le otorga el rol de 'Usuario de Cuenta de Servicio' o 'Creador de Token de Cuenta de Servicio' a nivel de proyecto en lugar de a nivel de cuenta de servicio individual, lo que podría derivar en una escalada de privilegios no intendida."
TMA-BC7D,Recurso AWS Accesible Públicamente,Amenaza,No,El recurso no está adecuadamente protegido y permite el acceso anónimo o público sin restricciones.
TMA-AB2E,Secuestro de Clics (Clickjacking),Amenaza,No,La aplicación web no protege adecuadamente sus páginas frente a la incrustación en marcos u otros elementos de interfaz. Los atacantes pueden engañar a la víctima para que interactúe con el nodo mientras cree estar navegando por un sitio completamente diferente.
TMA-CDA5,Saneamiento de Entrada,Control,No,Inspeccionar las entradas no confiables y eliminar cualquier elemento que pueda representar un riesgo potencial para el sistema.
TMA-6004,Ataque de Intermediario (MitM),Amenaza,No,"Este nodo permite tráfico de red sin cifrado adecuado, incluyendo versiones obsoletas de TLS o suites de cifrado débiles. Un adversario posicionado entre dos nodos puede leer y potencialmente alterar la información transmitida."
TMA-B15D,Instancia AWS EC2 Usa Dirección IP Pública,Amenaza,No,La instancia EC2 está operando con una dirección IP pública asignada.
TMA-81A7,Tokens SAS de Azure Storage con Políticas de Acceso Permisivas,Amenaza,No,La cuenta de almacenamiento utiliza Firmas de Acceso Compartido (SAS) con una política de acceso excesivamente abierta que puede permitir el acceso a datos o funciones no deseados.
TMA-677E,Indetectabilidad,Control,No,"Si el anonimato es un requisito, aplicar medidas para que los elementos de interés resulten indistinguibles ante un posible atacante."
TMA-BFC1,GCP IAM Habilita la Aprobación de Acceso,Control,No,Activar la Aprobación de Acceso para requerir validación adicional antes de conceder accesos.
TMA-F23B,Tokens SAS de Azure Storage con Tiempo de Expiración Prolongado,Amenaza,No,"Los tokens SAS para acceder a la cuenta de almacenamiento tienen un período de validez excesivo, incrementando los riesgos de seguridad al permitir acceso durante un tiempo prolongado."
TMA-F618,Creación de Cuentas de Servicio de GCP IAM Restringida,Control,No,Aplicar la política organizacional de deshabilitación de creación de cuentas de servicio para evitar la proliferación de cuentas no controladas y reducir la superficie de riesgo.
TMA-D842,Recurso Azure Expuesto a Redes Públicas,Amenaza,No,"El recurso Azure está destinado al acceso exclusivo desde redes privadas; sin embargo, es accesible desde la red pública."
TMA-5ACC,Ataque de Interceptación de Tráfico (Sniffing),Amenaza,No,"Este nodo es vulnerable a ataques de interceptación de tráfico, donde un adversario monitorea y captura datos transmitidos por canales no protegidos."
TMA-2A4C,Monitoreo con Microsoft Defender,Control,No,"Habilitar Microsoft Defender, cuando esté disponible, para activar capacidades de detección de amenazas y protección activa del recurso."
TMA-B594,Azure App Service Permite Depuración Remota,Amenaza,No,"La funcionalidad de depuración remota está habilitada en las aplicaciones web de Azure App Services, lo que podría facilitar el acceso no autorizado."
TMA-EF9C,Mitigación de Ataques Automatizados,Control,No,"Implementar controles para protegerse contra ataques automatizados como el raspado de contenido, fuerza bruta de contraseñas o denegación de servicio."
TMA-20C4,IMDSv2 Obligatorio en AWS EC2,Control,No,Asegurar que las instancias de Amazon EC2 exijan el uso de IMDSv2 para protegerse contra ataques de Falsificación de Solicitudes del Lado del Servidor (SSRF).
TMA-114F,AWS ELB Descarta Campos de Encabezado No Válidos,Control,No,"El balanceador de carga descarta los encabezados HTTP no válidos, mitigando el riesgo de ataques de contrabando de solicitudes."
TMA-4721,GCP Cloud MySQL Usa Contraseña para Acceso Administrativo,Control,No,La base de datos MySQL exige que los usuarios administrativos se conecten utilizando una contraseña de root.
TMA-9637,Azure SQL Server con Seguridad Avanzada de Datos Activa,Control,No,Activar la Seguridad Avanzada de Datos (ADS) y la Protección Avanzada contra Amenazas para una protección integral y análisis de datos.
TMA-5FBC,Asegurar Conexiones con Cifrado Robusto,Control,No,"Garantizar que el nodo aplique conexiones de red seguras usando protocolos estándar de la industria, como TLS, con versiones aprobadas y mecanismos de cifrado sólidos para proteger los datos en tránsito frente al acceso no autorizado."
TMA-927B,Monitoreo de Alertas con Azure Monitor,Control,No,Configurar Azure Monitor Alerts para recibir notificaciones sobre eventos de seguridad inusuales.
TMA-2FF8,Identidad de AWS IAM con Privilegios Excesivos,Amenaza,No,A la identidad de AWS IAM se le han concedido privilegios excesivos que permiten el acceso no autorizado a información o recursos sensibles.
TMA-BF74,Instancia de GCP Compute Engine No Usa VM Blindada,Amenaza,No,La instancia de VM en GCP no emplea 'VM Blindada' para protegerse frente a ataques persistentes y avanzados.
TMA-DBA7,Suplantación de Identidad,Amenaza,No,"El nodo es susceptible a ataques de suplantación, donde un atacante puede hacerse pasar por otro usuario o entidad del sistema."
TMA-E583,Control de Acceso Azure con Rol de Administrador de Suscripción Personalizado,Amenaza,No,Existe un rol de administrador de suscripción personalizado que proporciona acceso administrativo completo a toda la cuenta de Microsoft Azure.
TMA-9F0A,AWS RDS con Grupos de Seguridad Estrictos,Control,No,Utilizar grupos de seguridad restrictivos para garantizar que el servidor de base de datos esté protegido frente a exposición no deseada.
TMA-34A7,AWS EC2 Sin Dirección IP Pública,Control,No,Asegurar que la instancia EC2 no tenga asignadas direcciones IP públicas.
TMA-9530,Eliminación del Rol de Administrador de Suscripción Personalizado en Azure,Control,No,Eliminar los roles de administrador de suscripción personalizados presentes en la cuenta de Microsoft Azure.
TMA-453D,Recurso GCP Sin Dirección IP Pública,Control,No,Asegurar que el recurso GCP no tenga asignadas direcciones IP públicas.
TMA-CCE6,Máquina Virtual Azure No Integra Microsoft Entra ID,Amenaza,No,La instancia de Máquina Virtual no tiene habilitada la integración con Microsoft Entra ID.
TMA-6CE7,Autenticación Multifactor,Control,No,Requerir el uso de múltiples factores para verificar y confirmar la identidad de cada usuario.
TMA-D6B8,Instancia de GCP Compute Engine Usa Direcciones IP Públicas,Amenaza,No,La instancia de máquina virtual está configurada con direcciones IP públicas.
TMA-8708,Azure App Service Utiliza Métodos de Autenticación Inadecuados,Amenaza,No,"Los métodos de autenticación del recurso son limitados, ofreciendo opciones insuficientes para garantizar la seguridad y el control de acceso."
TMA-915E,Recurso AWS Aplica Control de Acceso,Control,No,Asegurar que el recurso AWS aplique políticas de acceso estrictas para prevenir accesos no autorizados.
TMA-723F,Azure Storage Sin Cifrado de Infraestructura,Amenaza,No,La cuenta de almacenamiento no emplea cifrado a nivel de hardware adicional al cifrado de software predeterminado.
TMA-501B,Recurso Azure con Registro y Monitoreo Inadecuados,Amenaza,No,"El recurso Azure no está siendo supervisado adecuadamente por servicios de registro como Azure Monitor, Microsoft Defender y otras herramientas específicas del recurso, limitando la detección y respuesta ante eventos de seguridad."
TMA-A782,Aplicar Autorización,Control,No,Asegurar que el nodo aplique políticas de acceso estrictas para prevenir el acceso no autorizado a sus recursos y funcionalidades.
TMA-4D0D,Escaneo en Inserción No Habilitado en AWS ECR,Amenaza,No,Las imágenes de contenedor en ECR no se analizan automáticamente en busca de vulnerabilidades al ser publicadas en el repositorio.
TMA-6E32,Recurso GCP Aplica Filtrado de Direcciones IP,Control,No,"Restringir el acceso al recurso GCP únicamente a las direcciones IP de confianza, reduciendo el riesgo de acceso no autorizado."
TMA-57AB,Control de Acceso Azure sin Rol de Administrador de Bloqueo de Recursos,Amenaza,No,"El Rol de Administrador de Bloqueo de Recursos, recomendado por NIST para prevenir eliminaciones o modificaciones accidentales, está ausente en la cuenta de Microsoft Azure."
TMA-FBA5,Instancia de GCP Compute Engine Usa VM Blindada,Control,No,La máquina virtual tiene habilitada la opción 'VM Blindada' para activar capacidades como Arranque Seguro y Módulo de Plataforma Confiable virtual (vTPM).
TMA-4FD1,Recurso GCP con Políticas de Acceso Permisivas,Amenaza,No,El recurso GCP tiene una política de acceso excesivamente permisiva que puede permitir a usuarios no autorizados invocarlo o acceder a sus funcionalidades.
TMA-179D,Denegación de Servicio,Amenaza,No,El nodo es susceptible a ataques de DoS que pueden dejarlo inoperativo o no responder a los usuarios legítimos.
TMA-A456,Instancia de GCP Compute Engine No Usa Cuenta de Servicio Predeterminada,Control,No,"La instancia de máquina virtual no tiene asignada la cuenta de servicio predeterminada, reduciendo el riesgo de escalada de privilegios."
TMA-4400,Inyección IMAP/SMTP,Amenaza,No,El nodo emplea entradas no confiables para generar comandos ejecutados en un servidor de correo IMAP/SMTP. Los atacantes pueden manipular dichos comandos para realizar acciones no autorizadas.
TMA-C222,Recurso GCP Restringe el Acceso desde Redes Públicas,Control,No,Asegurar que el recurso GCP no sea accesible desde la red pública.
TMA-2991,Falsificación de Solicitudes del Lado del Servidor (SSRF),Amenaza,No,El nodo emplea entradas no confiables para generar solicitudes de red hacia otros nodos. Los atacantes pueden inyectar cadenas maliciosas para dirigir peticiones hacia nodos y servicios no previstos.
TMA-6394,Microsoft Entra ID Permite Usuarios Invitados,Amenaza,No,Se permiten usuarios invitados en Microsoft Entra ID sin que exista una necesidad empresarial legítima que lo justifique.
TMA-72A7,Recurso GCP Aplica Control de Acceso,Control,No,Asegurar que el recurso GCP aplique políticas de acceso estrictas para prevenir accesos no autorizados.
TMA-B837,Negación Plausible,Control,No,"Si la negación plausible es un requisito, evitar registrar cualquier dato que pueda comprometer dicha condición, como información directamente atribuible a un individuo."
TMA-7166,AWS IAM Requiere MFA para Acceso a la Consola,Control,No,Requerir autenticación multifactor para todos los usuarios con acceso a la consola de AWS.
TMA-17F7,AWS Lambda Sin Cifrado en Tránsito de Variables de Entorno,Amenaza,No,"La función Lambda transmite variables de entorno con información sensible sin aplicar cifrado, exponiéndolas a riesgos de seguridad durante el tránsito."
TMA-A56A,Acceso Sin Restricciones a Servicios de Red en AWS EC2,Amenaza,No,El grupo de seguridad configurado permite el acceso a servicios de red sensibles que se ejecutan en la instancia EC2.
TMA-75F2,AWS Lambda Usa URLs de Función Sin Autenticación,Amenaza,No,La función expone URLs de función accesibles por cualquier persona sin requerir mecanismo de autenticación alguno.
TMA-2701,Uso Indebido de la Cuenta Raíz de AWS,Amenaza,No,"La cuenta raíz utiliza claves de acceso o certificados X.509 para operar, lo cual representa un riesgo de seguridad significativo."
TMA-CDEB,Monitoreo Detallado con AWS CloudWatch,Control,No,"Emplear el monitoreo detallado de CloudWatch, cuando sea compatible con el recurso, para obtener mayor profundidad en el seguimiento y análisis de actividades."
